Dataset,Clean AUC,Maximum AUC drop,Robust score,Interpretation
ASSISTments 2012 fixed subset,0.789706 ± 0.001276,0.000257 ± 0.000412,0.789450 ± 0.001153,Low affect-dependence boundary evidence
